Datum zaúčtování;Datum dokladu;Materiálový doklad;Položka;Závod;Sklad;Materiál;Text materiálu;Skupina materiálu;Druh pohybu;Text druhu pohybu;S/H;Množství;ZMJ;Cena za MJ;Hodnota pohybu;Měna;Výrobní zakázka;Dodavatel;Odběratel;Šarže;Tržba bez DPH;COGS;Režie;Uživatel;Nákladové středisko
11.02.2026;11.02.2026;4900001025;1;2000;0001;1000285;Čidlo indukční 55 mm;Elektro;101;Příjem zboží na objednávku;S;328,520;KS;424,53;139466,60;CZK;;Lapp Kabel s.r.o.;;SN1142;;;;HORAKT;4010 Nákup
11.02.2026;11.02.2026;4900001087;1;2000;0001;1000295;Těsnění ploché 61 mm;Těsnění a guma;101;Příjem zboží na objednávku;S;1002,480;KS;18,17;18215,06;CZK;;Wurth s.r.o.;;SN3899;;;;VESELAM;4010 Nákup
11.02.2026;11.02.2026;4900001107;1;1000;0001;1000298;Granulát PA6 97;Plasty;101;Příjem zboží na objednávku;S;1908,550;KG;78,04;148943,24;CZK;;Trelleborg Bohemia;;SN7764;;;;VESELAM;4010 Nákup
11.02.2026;11.02.2026;4900001128;1;2000;0001;1000303;Tyč kruhová 68 mm;Ocel;101;Příjem zboží na objednávku;S;1336,060;KG;35,56;47510,29;CZK;;Haberkorn s.r.o.;;SN1580;;;;NOVAKJ;4010 Nákup
11.02.2026;11.02.2026;4900001703;1;2000;0001;1000175;Odmašťovač RAL 7035;Nátěry a chemie;261;Výdej do výrobní zakázky;H;-335,280;L;263,16;-88232,28;CZK;VZ400023;;;;;;;VESELAM;5030 Výroba obrábění
11.02.2026;11.02.2026;4900001703;2;2000;0001;1000237;Kolík 80x54;Spojovací materiál;261;Výdej do výrobní zakázky;H;-32,120;KS;4,33;-139,08;CZK;VZ400023;;;;;;;DVORAKP;5020 Výroba montáž
11.02.2026;11.02.2026;4900001703;3;2000;0001;1000356;Podložka 42;Spojovací materiál;261;Výdej do výrobní zakázky;H;-212,960;KS;4,27;-909,34;CZK;VZ400023;;;;;;;KUCERAL;5030 Výroba obrábění
11.02.2026;11.02.2026;4900001703;4;2000;0001;1000277;Granulát ABS 15;Plasty;261;Výdej do výrobní zakázky;H;-192,280;KG;36,41;-7000,91;CZK;VZ400023;;;;;;;KUCERAL;5020 Výroba montáž
11.02.2026;11.02.2026;4900001703;5;2000;0001;1000295;Těsnění ploché 61 mm;Těsnění a guma;261;Výdej do výrobní zakázky;H;-498,080;KS;18,17;-9050,11;CZK;VZ400023;;;;;;;NOVAKJ;5030 Výroba obrábění
11.02.2026;11.02.2026;4900001703;6;2000;0001;1000217;Odmašťovač RAL 6011;Nátěry a chemie;261;Výdej do výrobní zakázky;H;-312,840;L;302,81;-94731,08;CZK;VZ400023;;;;;;;KUCERAL;5020 Výroba montáž
11.02.2026;11.02.2026;4900001729;1;2000;0003;5000120;Čerpadlo odstředivé C541;Hotový výrobek;131;Příjem z výroby;S;32,000;KS;10850,00;347200,00;CZK;VZ400035;;;SV7165;;;;NOVAKJ;5020 Výroba montáž
11.02.2026;11.02.2026;4900001838;1;1000;0001;1000162;Manžeta 19x29;Těsnění a guma;261;Výdej do výrobní zakázky;H;-143,430;KS;19,44;-2788,28;CZK;VZ400087;;;;;;;KUCERAL;5030 Výroba obrábění
11.02.2026;11.02.2026;4900001838;2;1000;0001;1000305;Granulát ABS 54;Plasty;261;Výdej do výrobní zakázky;H;-160,230;KG;83,28;-13343,95;CZK;VZ400087;;;;;;;DVORAKP;5020 Výroba montáž
11.02.2026;11.02.2026;4900001838;3;1000;0001;1000205;Trubka ocelová 6x21;Ocel;261;Výdej do výrobní zakázky;H;-76,650;KG;20,71;-1587,42;CZK;VZ400087;;;;;;;KUCERAL;5030 Výroba obrábění
11.02.2026;11.02.2026;4900001838;4;1000;0001;1000246;Těsnění ploché 116 mm;Těsnění a guma;261;Výdej do výrobní zakázky;H;-130,830;KS;47,79;-6252,37;CZK;VZ400087;;;;;;;VESELAM;5030 Výroba obrábění
11.02.2026;11.02.2026;4900001838;5;1000;0001;1000280;Lak polyuretanový RAL 5010;Nátěry a chemie;261;Výdej do výrobní zakázky;H;-25,620;L;269,15;-6895,62;CZK;VZ400087;;;;;;;PROCHAZ;5030 Výroba obrábění
11.02.2026;11.02.2026;4900001927;1;1000;0003;5000101;Převodovka šneková B301;Hotový výrobek;131;Příjem z výroby;S;29,000;KS;9813,50;284591,50;CZK;VZ400142;;;SV7509;;;;NOVAKJ;5020 Výroba montáž
11.02.2026;11.02.2026;4900002093;1;2000;0001;1000269;Trubka Al 78 mm;Hliník;261;Výdej do výrobní zakázky;H;-22,260;KG;81,40;-1811,96;CZK;VZ400258;;;;;;;NOVAKJ;5030 Výroba obrábění
11.02.2026;11.02.2026;4900002093;2;2000;0001;1000390;Frekvenční měnič 119 kW;Elektro;261;Výdej do výrobní zakázky;H;-36,540;KS;680,45;-24863,64;CZK;VZ400258;;;;;;;DVORAKP;5030 Výroba obrábění
11.02.2026;11.02.2026;4900002093;3;2000;0001;1000358;Tlumič gumový 49;Těsnění a guma;261;Výdej do výrobní zakázky;H;-98,490;KS;45,51;-4482,28;CZK;VZ400258;;;;;;;VESELAM;5030 Výroba obrábění
11.02.2026;11.02.2026;4900002093;4;2000;0001;1000117;Motor 72 kW;Elektro;261;Výdej do výrobní zakázky;H;-19,530;KS;660,38;-12897,22;CZK;VZ400258;;;;;;;KUCERAL;5030 Výroba obrábění
11.02.2026;11.02.2026;4900002093;5;2000;0001;1000179;Granulát ABS 25;Plasty;261;Výdej do výrobní zakázky;H;-148,260;KG;54,80;-8124,65;CZK;VZ400258;;;;;;;NOVAKJ;5020 Výroba montáž
11.02.2026;11.02.2026;4900002130;1;2000;0003;5000105;Hydraulický agregát F685;Hotový výrobek;131;Příjem z výroby;S;13,000;KS;5566,06;72358,78;CZK;VZ400288;;;SV6382;;;;NOVAKJ;5020 Výroba montáž
11.02.2026;11.02.2026;4900002209;1;2000;0003;5000105;Hydraulický agregát F685;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-6,000;KS;5566,06;-33396,36;CZK;;;Koyo Bearings ČR;SV2540;46214,96;33396,36;10028,27;NOVAKJ;6010 Expedice
11.02.2026;11.02.2026;4900002274;1;2000;0003;5000147;Kryt převodovky F636;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-4,000;KS;16341,87;-65367,48;CZK;;;Witte Automotive;SV4982;96539,52;65367,48;17841,78;CERNAT;6010 Expedice
11.02.2026;11.02.2026;4900002302;1;2000;0003;5000123;Skříň rozvaděče F976;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-14,000;KS;9763,80;-136693,20;CZK;;;Škoda Auto a.s.;SV2315;139435,10;136693,20;26142,57;HORAKT;6010 Expedice
11.02.2026;11.02.2026;4900002377;1;1000;0003;5000111;Převodovka šneková F683;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-14,000;KS;6903,87;-96654,18;CZK;;;Škoda Auto a.s.;SV3336;143496,95;96654,18;32786,25;HORAKT;6010 Expedice
12.02.2026;12.02.2026;4900000017;1;2000;0001;1000103;Čidlo indukční 32 mm;Elektro;101;Příjem zboží na objednávku;S;932,770;KS;26,60;24811,68;CZK;;Resinex CZ s.r.o.;;SN2246;;;;VESELAM;4010 Nákup
12.02.2026;12.02.2026;4900000164;1;1000;0001;1000129;Profil Al 107x59;Hliník;101;Příjem zboží na objednávku;S;860,240;KG;63,91;54977,94;CZK;;Fabory CZ;;SN7480;;;;NOVAKJ;4010 Nákup
12.02.2026;12.02.2026;4900000206;1;1000;0001;1000137;Deska PE 65 mm;Plasty;101;Příjem zboží na objednávku;S;911,690;KG;63,92;58275,22;CZK;;Plastika Nitra a.s.;;SN6396;;;;CERNAT;4010 Nákup
12.02.2026;12.02.2026;4900000213;1;1000;0001;1000139;Nýt 46x36;Spojovací materiál;101;Příjem zboží na objednávku;S;821,630;KS;4,20;3450,85;CZK;;Fabory CZ;;SN8166;;;;SVOBODM;4010 Nákup
12.02.2026;12.02.2026;4900000370;1;2000;0001;1000165;Deska PE 38 mm;Plasty;101;Příjem zboží na objednávku;S;421,360;KG;43,33;18257,53;CZK;;Rubena a.s.;;SN6515;;;;DVORAKP;4010 Nákup
12.02.2026;12.02.2026;4900000439;1;1000;0001;1000176;O-kroužek 27 mm;Těsnění a guma;101;Příjem zboží na objednávku;S;171,550;KS;39,62;6796,81;CZK;;Plastika Nitra a.s.;;SN5944;;;;HORAKT;4010 Nákup
12.02.2026;12.02.2026;4900000449;1;1000;0001;1000178;Profil Al 34x34;Hliník;101;Příjem zboží na objednávku;S;1822,720;KG;74,24;135318,73;CZK;;Wurth s.r.o.;;SN9830;;;;HORAKT;4010 Nákup
12.02.2026;12.02.2026;4900000513;1;2000;0001;1000190;Manžeta 92x78;Těsnění a guma;101;Příjem zboží na objednávku;S;432,870;KS;8,95;3874,19;CZK;;Colorlak a.s.;;SN3943;;;;CERNAT;4010 Nákup
12.02.2026;12.02.2026;4900000574;1;1000;0001;1000201;Motor 5 kW;Elektro;101;Příjem zboží na objednávku;S;439,950;KS;658,47;289693,88;CZK;;Trelleborg Bohemia;;SN3307;;;;PROCHAZ;4010 Nákup
12.02.2026;12.02.2026;4900000924;1;1000;0001;1000265;Šroub M101x50;Spojovací materiál;101;Příjem zboží na objednávku;S;1060,580;KS;0,76;806,04;CZK;;Metalšrot Tlumačov;;SN1694;;;;VESELAM;4010 Nákup
12.02.2026;12.02.2026;4900000948;1;1000;0001;1000270;Granulát PA6 87;Plasty;101;Příjem zboží na objednávku;S;771,110;KG;90,82;70032,21;CZK;;ArcelorMittal Distribution;;SN7986;;;;SVOBODM;4010 Nákup
12.02.2026;12.02.2026;4900000988;1;2000;0001;1000278;Frekvenční měnič 11 kW;Elektro;101;Příjem zboží na objednávku;S;935,000;KS;659,54;616669,90;CZK;;Trelleborg Bohemia;;SN4405;;;;PROCHAZ;4010 Nákup
12.02.2026;12.02.2026;4900001047;1;1000;0001;1000289;Plech ocelový 110 mm;Ocel;101;Příjem zboží na objednávku;S;279,190;KG;23,40;6533,05;CZK;;Lapp Kabel s.r.o.;;SN9329;;;;PROCHAZ;4010 Nákup
12.02.2026;12.02.2026;4900001236;1;2000;0001;1000322;Lak polyuretanový RAL 7035;Nátěry a chemie;101;Příjem zboží na objednávku;S;400,630;L;219,04;87754,00;CZK;;Bibus s.r.o.;;SN9100;;;;CERNAT;4010 Nákup
12.02.2026;12.02.2026;4900001356;1;2000;0001;1000344;Tlumič gumový 31;Těsnění a guma;101;Příjem zboží na objednávku;S;273,310;KS;11,20;3061,07;CZK;;Trelleborg Bohemia;;SN5967;;;;CERNAT;4010 Nákup
12.02.2026;12.02.2026;4900001483;1;1000;0001;1000367;Trubka Al 13 mm;Hliník;101;Příjem zboží na objednávku;S;1315,730;KG;97,83;128717,87;CZK;;ArcelorMittal Distribution;;SN8654;;;;CERNAT;4010 Nákup
12.02.2026;12.02.2026;4900001549;1;1000;0001;1000379;O-kroužek 24 mm;Těsnění a guma;101;Příjem zboží na objednávku;S;573,200;KS;10,55;6047,26;CZK;;Lapp Kabel s.r.o.;;SN7001;;;;NOVAKJ;4010 Nákup
12.02.2026;12.02.2026;4900001833;1;1000;0003;5000148;Konzole montážní A793;Hotový výrobek;131;Příjem z výroby;S;40,000;KS;7570,47;302818,80;CZK;VZ400084;;;SV5105;;;;HORAKT;5020 Výroba montáž
12.02.2026;12.02.2026;4900001899;1;1000;0003;5000102;Rám podvozkový C781;Hotový výrobek;131;Příjem z výroby;S;42,000;KS;8502,51;357105,42;CZK;VZ400122;;;SV7768;;;;SVOBODM;5020 Výroba montáž
12.02.2026;12.02.2026;4900001950;1;1000;0003;5000142;Rám podvozkový A874;Hotový výrobek;131;Příjem z výroby;S;22,000;KS;7208,74;158592,28;CZK;VZ400157;;;SV2204;;;;DVORAKP;5020 Výroba montáž
12.02.2026;12.02.2026;4900002025;1;2000;0001;1000201;Motor 5 kW;Elektro;261;Výdej do výrobní zakázky;H;-335,790;KS;658,47;-221107,64;CZK;VZ400207;;;;;;;PROCHAZ;5030 Výroba obrábění
12.02.2026;12.02.2026;4900002025;2;2000;0001;1000227;Profil Al 118x69;Hliník;261;Výdej do výrobní zakázky;H;-319,800;KG;60,93;-19485,41;CZK;VZ400207;;;;;;;VESELAM;5020 Výroba montáž
12.02.2026;12.02.2026;4900002025;3;2000;0001;1000327;Stykač 56 A;Elektro;261;Výdej do výrobní zakázky;H;-292,330;KS;238,71;-69782,09;CZK;VZ400207;;;;;;;PROCHAZ;5030 Výroba obrábění
12.02.2026;12.02.2026;4900002025;4;2000;0001;1000339;Profil Al 7x33;Hliník;261;Výdej do výrobní zakázky;H;-167,690;KG;91,34;-15316,80;CZK;VZ400207;;;;;;;SVOBODM;5020 Výroba montáž
12.02.2026;12.02.2026;4900002026;1;2000;0001;1000227;Profil Al 118x69;Hliník;551;Výdej do šrotu;H;-17,370;KG;60,93;-1058,35;CZK;VZ400207;;;;;;;DVORAKP;5030 Výroba obrábění
12.02.2026;12.02.2026;4900002083;1;2000;0003;5000128;Konzole montážní E878;Hotový výrobek;131;Příjem z výroby;S;6,000;KS;2954,77;17728,62;CZK;VZ400249;;;SV6974;;;;KUCERAL;5020 Výroba montáž
12.02.2026;12.02.2026;4900002246;1;1000;0003;5000102;Rám podvozkový C781;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-4,000;KS;8502,51;-34010,04;CZK;;;Brose CZ spol. s r.o.;SV3857;52591,59;34010,04;10613,97;NOVAKJ;6010 Expedice
12.02.2026;12.02.2026;4900002250;1;2000;0003;5000106;Svařenec nosný A522;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-17,000;KS;2684,98;-45644,66;CZK;;;Tatra Trucks a.s.;SV7322;59805,50;45644,66;12084,02;SVOBODM;6010 Expedice
12.02.2026;12.02.2026;4900002298;1;2000;0003;5000124;Dopravník pásový A794;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-10,000;KS;1487,77;-14877,70;CZK;;;Vítkovice Machinery;SV1594;20750,34;14877,70;4161,70;HORAKT;6010 Expedice
12.02.2026;12.02.2026;4900002301;1;2000;0003;5000123;Skříň rozvaděče F976;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-23,000;KS;9763,80;-224567,40;CZK;;;Bonatrans Group a.s.;SV1302;231439,15;224567,40;40093,28;VESELAM;6010 Expedice
12.02.2026;12.02.2026;4900002531;1;1000;0003;5000101;Převodovka šneková B301;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-15,000;KS;9813,50;-147202,50;CZK;;;Continental Automotive;SV4255;210490,15;147202,50;42319,16;KUCERAL;6010 Expedice
13.02.2026;13.02.2026;4900000171;1;1000;0001;1000130;Deska PE 105 mm;Plasty;101;Příjem zboží na objednávku;S;788,640;KG;64,17;50607,03;CZK;;Lapp Kabel s.r.o.;;SN4261;;;;KUCERAL;4010 Nákup
13.02.2026;13.02.2026;4900000330;1;2000;0001;1000158;Deska PP 31 mm;Plasty;101;Příjem zboží na objednávku;S;2186,080;KG;75,68;165442,53;CZK;;Elektro Cabel CZ;;SN6523;;;;CERNAT;4010 Nákup
13.02.2026;13.02.2026;4900000615;1;1000;0001;1000208;Stykač 43 A;Elektro;101;Příjem zboží na objednávku;S;83,860;KS;687,68;57668,84;CZK;;Alumat s.r.o.;;SN1585;;;;KUCERAL;4010 Nákup
13.02.2026;13.02.2026;4900000619;1;1000;0001;1000209;Matice M37;Spojovací materiál;101;Příjem zboží na objednávku;S;425,480;KS;14,07;5986,50;CZK;;Hilti ČR s.r.o.;;SN1859;;;;CERNAT;4010 Nákup
13.02.2026;13.02.2026;4900000651;1;1000;0001;1000216;Podložka 26;Spojovací materiál;101;Příjem zboží na objednávku;S;250,710;KS;12,61;3161,45;CZK;;PPG Deco Czech;;SN2701;;;;SVOBODM;4010 Nákup
13.02.2026;13.02.2026;4900000761;1;2000;0001;1000236;Stykač 75 A;Elektro;101;Příjem zboží na objednávku;S;264,440;KS;482,61;127621,39;CZK;;Rubena a.s.;;SN5382;;;;DVORAKP;4010 Nákup
13.02.2026;13.02.2026;4900000778;1;2000;0001;1000238;Lak polyuretanový RAL 9005;Nátěry a chemie;101;Příjem zboží na objednávku;S;341,650;L;171,20;58490,48;CZK;;Hilti ČR s.r.o.;;SN3040;;;;SVOBODM;4010 Nákup
13.02.2026;13.02.2026;4900000845;1;1000;0001;1000250;Kabel CYKY 34x42;Elektro;101;Příjem zboží na objednávku;S;1199,390;KS;795,46;954066,77;CZK;;PPG Deco Czech;;SN7172;;;;VESELAM;4010 Nákup
13.02.2026;13.02.2026;4900000904;1;1000;0001;1000261;Profil U 10;Ocel;101;Příjem zboží na objednávku;S;1276,380;KG;33,90;43269,28;CZK;;Siemens s.r.o.;;SN5074;;;;HORAKT;4010 Nákup
13.02.2026;13.02.2026;4900000936;1;1000;0001;1000268;Tyč kruhová 82 mm;Ocel;101;Příjem zboží na objednávku;S;451,250;KG;20,79;9381,49;CZK;;Killich s.r.o.;;SN9182;;;;DVORAKP;4010 Nákup
13.02.2026;13.02.2026;4900000974;1;2000;0001;1000275;Jekl 98x98x65;Ocel;101;Příjem zboží na objednávku;S;2136,250;KG;34,85;74448,31;CZK;;Colorlak a.s.;;SN3873;;;;SVOBODM;4010 Nákup
13.02.2026;13.02.2026;4900001066;1;1000;0001;1000292;Kabel CYKY 10x22;Elektro;101;Příjem zboží na objednávku;S;912,060;KS;573,52;523084,65;CZK;;Resinex CZ s.r.o.;;SN6380;;;;HORAKT;4010 Nákup
13.02.2026;13.02.2026;4900001354;1;2000;0001;1000343;Odmašťovač RAL 5010;Nátěry a chemie;101;Příjem zboží na objednávku;S;1711,230;L;156,59;267961,51;CZK;;Lapp Kabel s.r.o.;;SN2130;;;;HORAKT;4010 Nákup
13.02.2026;13.02.2026;4900001379;1;2000;0001;1000348;Motor 108 kW;Elektro;101;Příjem zboží na objednávku;S;1094,780;KS;739,67;809775,92;CZK;;Killich s.r.o.;;SN7884;;;;PROCHAZ;4010 Nákup
13.02.2026;13.02.2026;4900001402;1;1000;0001;1000353;Trubka Al 94 mm;Hliník;101;Příjem zboží na objednávku;S;637,220;KG;92,49;58936,48;CZK;;Metalšrot Tlumačov;;SN9441;;;;DVORAKP;4010 Nákup
13.02.2026;13.02.2026;4900001671;1;2000;0001;1000122;Trubka Al 54 mm;Hliník;261;Výdej do výrobní zakázky;H;-119,610;KG;99,64;-11917,94;CZK;VZ400007;;;;;;;PROCHAZ;5020 Výroba montáž
13.02.2026;13.02.2026;4900001671;2;2000;0001;1000198;Trubka ocelová 56x45;Ocel;261;Výdej do výrobní zakázky;H;-174,150;KG;20,95;-3648,44;CZK;VZ400007;;;;;;;SVOBODM;5020 Výroba montáž
13.02.2026;13.02.2026;4900001671;3;2000;0001;1000207;Granulát PA6 54;Plasty;261;Výdej do výrobní zakázky;H;-165,510;KG;68,70;-11370,54;CZK;VZ400007;;;;;;;HORAKT;5020 Výroba montáž
13.02.2026;13.02.2026;4900001671;4;2000;0001;1000233;Trubka ocelová 70x56;Ocel;261;Výdej do výrobní zakázky;H;-161,730;KG;20,71;-3349,43;CZK;VZ400007;;;;;;;NOVAKJ;5020 Výroba montáž
13.02.2026;13.02.2026;4900001671;5;2000;0001;1000247;Profil U 55;Ocel;261;Výdej do výrobní zakázky;H;-85,320;KG;23,08;-1969,19;CZK;VZ400007;;;;;;;VESELAM;5030 Výroba obrábění
13.02.2026;13.02.2026;4900001914;1;2000;0001;1000198;Trubka ocelová 56x45;Ocel;261;Výdej do výrobní zakázky;H;-58,910;KG;20,95;-1234,16;CZK;VZ400133;;;;;;;HORAKT;5030 Výroba obrábění
13.02.2026;13.02.2026;4900001914;2;2000;0001;1000174;Nýt 118x78;Spojovací materiál;261;Výdej do výrobní zakázky;H;-163,400;KS;11,72;-1915,05;CZK;VZ400133;;;;;;;NOVAKJ;5030 Výroba obrábění
13.02.2026;13.02.2026;4900001914;3;2000;0001;1000274;Těsnění ploché 75 mm;Těsnění a guma;261;Výdej do výrobní zakázky;H;-341,420;KS;26,80;-9150,06;CZK;VZ400133;;;;;;;CERNAT;5020 Výroba montáž
13.02.2026;13.02.2026;4900001914;4;2000;0001;1000345;Tyč kruhová 110 mm;Ocel;261;Výdej do výrobní zakázky;H;-92,880;KG;36,23;-3365,04;CZK;VZ400133;;;;;;;DVORAKP;5030 Výroba obrábění
13.02.2026;13.02.2026;4900001914;5;2000;0001;1000167;Nýt 105x50;Spojovací materiál;261;Výdej do výrobní zakázky;H;-87,720;KS;10,11;-886,85;CZK;VZ400133;;;;;;;NOVAKJ;5030 Výroba obrábění
13.02.2026;13.02.2026;4900001914;6;2000;0001;1000262;Plech Al 68 mm;Hliník;261;Výdej do výrobní zakázky;H;-300,570;KG;60,20;-18094,31;CZK;VZ400133;;;;;;;CERNAT;5030 Výroba obrábění
13.02.2026;13.02.2026;4900001914;7;2000;0001;1000208;Stykač 43 A;Elektro;261;Výdej do výrobní zakázky;H;-48,590;KS;687,68;-33414,37;CZK;VZ400133;;;;;;;DVORAKP;5030 Výroba obrábění
13.02.2026;13.02.2026;4900001914;8;2000;0001;1000293;Matice M3;Spojovací materiál;261;Výdej do výrobní zakázky;H;-375,390;KS;10,49;-3937,84;CZK;VZ400133;;;;;;;CERNAT;5030 Výroba obrábění
13.02.2026;13.02.2026;4900001943;1;1000;0001;1000313;Kabel CYKY 66x55;Elektro;261;Výdej do výrobní zakázky;H;-82,290;KS;566,73;-46636,21;CZK;VZ400153;;;;;;;CERNAT;5030 Výroba obrábění
13.02.2026;13.02.2026;4900001943;2;1000;0001;1000179;Granulát ABS 25;Plasty;261;Výdej do výrobní zakázky;H;-86,060;KG;54,80;-4716,09;CZK;VZ400153;;;;;;;VESELAM;5020 Výroba montáž
13.02.2026;13.02.2026;4900001943;3;1000;0001;1000215;Motor 73 kW;Elektro;261;Výdej do výrobní zakázky;H;-96,720;KS;175,44;-16968,56;CZK;VZ400153;;;;;;;DVORAKP;5030 Výroba obrábění
13.02.2026;13.02.2026;4900001943;4;1000;0001;1000387;Trubka ocelová 55x68;Ocel;261;Výdej do výrobní zakázky;H;-94,900;KG;29,33;-2783,42;CZK;VZ400153;;;;;;;DVORAKP;5030 Výroba obrábění
13.02.2026;13.02.2026;4900001943;5;1000;0001;1000371;Lak polyuretanový RAL 5010;Nátěry a chemie;261;Výdej do výrobní zakázky;H;-33,410;L;210,04;-7017,44;CZK;VZ400153;;;;;;;HORAKT;5020 Výroba montáž
13.02.2026;13.02.2026;4900001943;6;1000;0001;1000374;Plech Al 115 mm;Hliník;261;Výdej do výrobní zakázky;H;-19,890;KG;66,46;-1321,89;CZK;VZ400153;;;;;;;SVOBODM;5030 Výroba obrábění
13.02.2026;13.02.2026;4900001943;7;1000;0001;1000258;Kolík 6x58;Spojovací materiál;261;Výdej do výrobní zakázky;H;-129,480;KS;4,08;-528,28;CZK;VZ400153;;;;;;;DVORAKP;5020 Výroba montáž
13.02.2026;13.02.2026;4900001943;8;1000;0001;1000165;Deska PE 38 mm;Plasty;261;Výdej do výrobní zakázky;H;-88,790;KG;43,33;-3847,27;CZK;VZ400153;;;;;;;KUCERAL;5030 Výroba obrábění
13.02.2026;13.02.2026;4900001943;9;1000;0001;1000335;Šroub M70x57;Spojovací materiál;261;Výdej do výrobní zakázky;H;-140,010;KS;4,55;-637,05;CZK;VZ400153;;;;;;;PROCHAZ;5030 Výroba obrábění
13.02.2026;13.02.2026;4900001973;1;1000;0003;5000115;Hydraulický agregát D743;Hotový výrobek;131;Příjem z výroby;S;43,000;KS;2017,76;86763,68;CZK;VZ400170;;;SV6524;;;;HORAKT;5020 Výroba montáž
13.02.2026;13.02.2026;4900002035;1;1000;0001;1000300;Šroub M24x45;Spojovací materiál;261;Výdej do výrobní zakázky;H;-84,870;KS;2,77;-235,09;CZK;VZ400211;;;;;;;NOVAKJ;5020 Výroba montáž
13.02.2026;13.02.2026;4900002035;2;1000;0001;1000142;Plech ocelový 112 mm;Ocel;261;Výdej do výrobní zakázky;H;-14,490;KG;31,94;-462,81;CZK;VZ400211;;;;;;;PROCHAZ;5020 Výroba montáž
13.02.2026;13.02.2026;4900002035;3;1000;0001;1000172;Deska PE 85 mm;Plasty;261;Výdej do výrobní zakázky;H;-37,170;KG;44,67;-1660,38;CZK;VZ400211;;;;;;;HORAKT;5030 Výroba obrábění
13.02.2026;13.02.2026;4900002035;4;1000;0001;1000353;Trubka Al 94 mm;Hliník;261;Výdej do výrobní zakázky;H;-19,980;KG;92,49;-1847,95;CZK;VZ400211;;;;;;;NOVAKJ;5020 Výroba montáž
13.02.2026;13.02.2026;4900002035;5;1000;0001;1000154;Ředidlo S38;Nátěry a chemie;261;Výdej do výrobní zakázky;H;-60,840;L;298,27;-18146,75;CZK;VZ400211;;;;;;;VESELAM;5020 Výroba montáž
13.02.2026;13.02.2026;4900002035;6;1000;0001;1000264;Motor 26 kW;Elektro;261;Výdej do výrobní zakázky;H;-100,440;KS;733,69;-73691,82;CZK;VZ400211;;;;;;;KUCERAL;5020 Výroba montáž
13.02.2026;13.02.2026;4900002035;7;1000;0001;1000214;Deska PP 15 mm;Plasty;261;Výdej do výrobní zakázky;H;-14,490;KG;65,47;-948,66;CZK;VZ400211;;;;;;;DVORAKP;5030 Výroba obrábění
13.02.2026;13.02.2026;4900002035;8;1000;0001;1000135;Jekl 3x3x76;Ocel;261;Výdej do výrobní zakázky;H;-60,300;KG;33,76;-2035,73;CZK;VZ400211;;;;;;;KUCERAL;5020 Výroba montáž
13.02.2026;13.02.2026;4900002065;1;2000;0003;5000120;Čerpadlo odstředivé C541;Hotový výrobek;131;Příjem z výroby;S;36,000;KS;10850,00;390600,00;CZK;VZ400235;;;SV6820;;;;KUCERAL;5020 Výroba montáž
13.02.2026;13.02.2026;4900002119;1;1000;0003;5000143;Skříň rozvaděče B530;Hotový výrobek;131;Příjem z výroby;S;28,000;KS;3905,26;109347,28;CZK;VZ400281;;;SV4974;;;;KUCERAL;5020 Výroba montáž
13.02.2026;13.02.2026;4900002249;1;2000;0003;5000106;Svařenec nosný A522;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-11,000;KS;2684,98;-29534,78;CZK;;;Vítkovice Machinery;SV7963;40894,33;29534,78;8389,12;CERNAT;6010 Expedice
13.02.2026;13.02.2026;4900002390;1;2000;0003;5000122;Rám podvozkový E427;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-5,000;KS;5207,47;-26037,35;CZK;;;Brose CZ spol. s r.o.;SV9452;35482,94;26037,35;6532,98;KUCERAL;6010 Expedice
13.02.2026;13.02.2026;4900002440;1;2000;0003;5000105;Hydraulický agregát F685;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-13,000;KS;5566,06;-72358,78;CZK;;;Bonatrans Group a.s.;SV9149;95680,58;72358,78;17174,68;HORAKT;6010 Expedice
13.02.2026;13.02.2026;4900002447;1;1000;0003;5000143;Skříň rozvaděče B530;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-12,000;KS;3905,26;-46863,12;CZK;;;Agrostroj Pelhřimov a.s.;SV6156;69430,79;46863,12;15217,99;CERNAT;6010 Expedice
13.02.2026;13.02.2026;4900002593;1;1000;0003;5000116;Svařenec nosný E926;Hotový výrobek;601;Výdej při dodání zákazníkovi;H;-9,000;KS;635,56;-5720,04;CZK;;;Witte Automotive;SV9334;8137,93;5720,04;1764,74;PROCHAZ;6010 Expedice
16.02.2026;16.02.2026;4900000166;1;1000;0001;1000129;Profil Al 107x59;Hliník;101;Příjem zboží na objednávku;S;586,600;KG;63,91;37489,61;CZK;;Killich s.r.o.;;SN1300;;;;PROCHAZ;4010 Nákup
